Id	text	Label
1241173819693252608	senators urge jeff bezos give amazon warehouse workers sick leave , hazard pay cnbc senators urge jeff bezos give amazon warehouse workers sick leave , hazard pay cnbc amazon warehouse workers fear catching coronavirus get your httpurl httpurl	UNINFORMATIVE
1245311331579899906	user professor died contracting coronavirus book condolence available online soon professor peter sinclair department economics httpurl	INFORMATIVE
1240108182409601024	eu imposes entry ban 30 days death toll united states mounts 10 death toll italy due coronavirus crosses 210 spain , colombia , malaysia canada seal borders covid19 coronaviruspandemic cuarentenanacional cuarentenacoronavirus coronaalert httpurl	INFORMATIVE
1248321628808728576	sad hear passing away syed mehdi shah brother law cm sindh user tested positive covid 19 may allah rest soul peace	INFORMATIVE
1236128165745094663	user carma amp family san jose , ca , possibly infected coronavirus since 6 feb seattle way way 1 , 0 cases seattle now httpurl	INFORMATIVE
1244684987351404551	think president cyril ramaphosa address us every day , monday friday 18 30 throughout ordeal covid 19 coronavirusinsa lockdownsa	UNINFORMATIVE
1242951300184076288	day 8 shout goes kevin user great coverage covid 19 community responses needs coupled applause user med students tracking positive peeps contacts ! ! ! httpurl	UNINFORMATIVE
1241183452243693568	user don t want argue want racists user freaking stop calling chinese virus disgusting stirring bigotry hatred arguing people dying hateful racist scum stfu covid2019 coronacrisis	UNINFORMATIVE
1241076120742768640	half uruguay s covid 19 cases traced single fashion designer httpurl	UNINFORMATIVE
1244676665990696961	e happen ! ! ! casala burst ! ! ! governor oyo state , seyi makinde , tested positive deadly coronavirus , days holding political rally state coronavirustruth	INFORMATIVE
1248774057018806272	line cars seems get longer folks demand user release migrants held eloy try stop spread covid human rights groups say least two migrants detention center tested positive virus user httpurl	INFORMATIVE
1244181629784002561	trump wrong ! bed election shutting virus ! cdc issues domestic travel advisory coronavirus deaths double 2 , 0 within two days httpurl	INFORMATIVE
1246972644416786440	workplaces close one month apr 7 curb spread covid 19 amp singapore morning news need know one page april 6 , 2020 via user sarscovs coronavirus covip19 independentjournalism cambodia httpurl	UNINFORMATIVE
1241782755412914177	kentucky republican rand paul first us senator tested positive covid 19 house members diaz balart \( r fl \) mcadams \( d ut \) tested positive coronavirus earlier month	INFORMATIVE
1245114106497163270	writing fp , user amp user penned case lifting iran sanx covid pandemic mark rich two smartest amp influential advocates max pressure policy , well worth reading thoughts httpurl	UNINFORMATIVE
1236091525102268419	place philly family live general area i m traveling , friend sent this one floor doylestown hospital quarantined , central bucks school district shut down coronavirus arrived wth	UNINFORMATIVE
1236148083504775168	friday , aipac announced two attendees tested positive covid 19 coronavirus mike pence mitch mcconnell attendance others self quarantined attendees us why \? httpurl	INFORMATIVE
1235899315207450625	coronavirus spreads , democratic republic congo discharges last ebola patient httpurl via user	UNINFORMATIVE
1245292834057576448	city stl start tracking positive cases covid19 zip code user info morning , live , city hall tisl user httpurl	UNINFORMATIVE
1245880624482664449	thread join user speaks human rights lawyer user infectious diseases doctor daisy tagarda gov not eyes mass testing suspected covid 19 cases april 14 nbi probes netizens spreading fake news dr tagarda shares story frontlines httpurl	UNINFORMATIVE
1241182759449739265	check email visit residence life covid19 plan details staying checking out httpurl httpurl	UNINFORMATIVE
1245863053662367747	lss choices crisis hotline available help anyone experiencing domesticviolence franklin county call 614 24 463 24 7 love hurt lssnetworkofhope experts fear domestic violence cases could rise coronavirus outbreak httpurl	UNINFORMATIVE
1238874923965136896	surgeongeneral said 98 9 recover coronavirusupdates coronavirus httpurl 9 recover world economy shutting down \? media lie virus 3 5 mortality rate \? nwo control plan	UNINFORMATIVE
1249803325199040515	inside louisiana is horrifying 'cancer alley , ' 85 mile stretch pollution environmental racism that is dealing highest coronavirus death rates country httpurl james pasley apr 9 , 2020 , 7 42 pm \( continued 4 \) httpurl	UNINFORMATIVE
1242812989130055680	user issues stay home order issued vt ! httpurl effective 5 00pm today april 15th please read order businesses deemed essential vermontstrong covid19 thankyourgrocers thankyournurses thankyourdoctors stayhome	UNINFORMATIVE
1245771047435218945	user user user user user user relief hospitals provided federal government federal protocols govern admitted guess feds keen ensure non coronavirus cases get admitted hospitals user put corona patients regular hospitals	UNINFORMATIVE
1244578159976054785	3 st xavier s school , shivajinagar 4 st lourdes school , cubbonpet 5 st lourdes school , halasuru \( ulsoor \) please share covid2019	UNINFORMATIVE
1236152372088442880	usat aipac says 2 pple dc conf attended pence amp others , tested positive coronavirus american israel public affairs committee told conf attendees , include lawmakers , least 2 conf goers tested positive covid 19 httpurl	INFORMATIVE
1245730086457876487	motorhomes rv is overworked healthcare workers \? thought occurred reading healthcare workers a \) overworked tired shifts , b \) anxious bringing covid19 back families , c \) cases s httpurl	UNINFORMATIVE
1236128441956630534	australia melbourne gp clinic closed doctor tests positive coronavirus seeing 70 patients month abc news httpurl via user	INFORMATIVE
1245717847415930880	senator loeffler husband sold shares retail stores lululemon t j maxx invested company makes covid 19 protective garments case governors still wondering price gouging ppe products hasn t halted httpurl	UNINFORMATIVE
1241410720555765762	georgia coronavirus age chaos , bad news , mounting deaths 30 patients cruise ship covid land atlanta flight , 3 found test positive , 1 sick cdc screened remaining patients amp released fly home crazy httpurl	INFORMATIVE
1245640235871956993	according cmo lucknow dr narendra agarwal samples taken 25 people attended tabglighi jamaat event 25 people tested negative covid19 user user	INFORMATIVE
1246018084478939136	\( update \) indian rupee fell us dollar recently indian coronavirus cases risk exponentially growing manufacturing slowing usdinr may rise faces fading momentum india rbi httpurl	UNINFORMATIVE
1245863461646561282	yemen covid19 case shows yemen , god forbid , hold saudico regimes amp masters full responsibility game gestapo , biological warfare going break people yemen cholera amp diptheria examples httpurl	UNINFORMATIVE
1244711847074213889	divide coronavirus stimulus package population america remember virus first announced 6 days 9 1 attacks httpurl	UNINFORMATIVE
1236113067039027200	mathematically , overall death rate covid19 3 3 \( 3412 dead 10 , 75 cases death rate china 3 7 death rate s korea 4 6 but death rate iran horrific 25 9 httpurl	INFORMATIVE
1242841682648936449	california highway patrol officer stationed oakland tested positive coronavirus , latest bay area law enforcement officer diagnosed virus , authorities said httpurl	INFORMATIVE
1243534385598496768	sad ! 2 coronavirusindia suicides ! man commits suicide coronavirus suspicion dakshina karnataka another middle aged man uppoor village neighbouring udupi district ended life wednesday suspecting covid 19 infection pti	INFORMATIVE
1237344256458657792	get worse since user politically correct gang pawns un is user promote spread virus international travel canada ontario confirms three new covid 19 cases httpurl	INFORMATIVE
1241636547365134336	read incredibly worrying covid 19 cases confirmed gaza geno felt bad paul he s much lol good eyes old man	INFORMATIVE
1236183073273688064	heard news regarding employee bgc , specifically netlima building \( where worked before \) who s tested positive covid19 bgc friends hangout buddies , ex officemates colleagues still working there , guys take care vigilant	INFORMATIVE
1245659811108159495	come amp must stop another hateful useless episode especially time disaster corona virus must stop hate amp shameful amp disgraceful actions adam schiff must forget amp must stop hating especially time disaster corona virus	UNINFORMATIVE
1250494185729335296	user do remember imaginary extra 20 , 0 police 20 hospitals 8 2 imaginary help sme is , self employed imaginary covid19 testing imaginary ppe imaginary ventilators invisible care home deaths httpurl	UNINFORMATIVE
1241313082376425472	corona virus cases ghana moving like eve people is dance moves forward , comes back move forward 19 covid 19 cases ehii	UNINFORMATIVE
1241179161588387840	update efforts secure covid 19 test kits city mobile httpurl	UNINFORMATIVE
1251869634279718915	user mr president ask evers wisconsin open economy us lockdown may 26 170 deaths attributed covid 19 think 170 inflated number last year entire deaths 140 hotbed need open	INFORMATIVE
1245672947873918976	health care workers make 9 6 confirmed covid 19 cases ontario , user learned government data includes doctors , nurses , paramedics , personal support workers , long term care home staff health care professionals httpurl	UNINFORMATIVE
1244533791399575552	delighted hear friend user discharged hospital covid 19 heard husband user home amp brew fighter linda wishing family good health , love user x localradio darloradio httpurl	INFORMATIVE
1241173784272363525	we are like everybody else hunkered moment user talked local olympians concerns training tokyo2020 amid coronavirus shutdowns httpurl	UNINFORMATIVE
1246037020641640449	user user trump friend veterans trump advised covid 19 aircraft carrier theodore roosevelt did nothing ! trump said soldiers suffering tbi headaches bombed ! soldier is wanting 1 3 raise unpatriotic like soldier is pow is deported 80 httpurl	UNINFORMATIVE
1241164368588328961	washington state 148 new covid19 cases totaling 1 , 524 \( source user growth appears linear looking back , unclear next five days looking decent user seattlecoronavirus httpurl	INFORMATIVE
1245890265447043074	mike dudley known pastor many baltimore 61 year old died days diagnosed covid 19 talked family legacy leaves behind , well heart wrenching reality virus dying hosptial w out family httpurl	INFORMATIVE
1241135058569900036	this evening notified member office vice president tested positive coronavirus , pence is press secretary , katie miller , said statement	INFORMATIVE
1247111405276483585	breaking ministry health monday announced another religious gathering cluster covid19 took place kuching , sarawak , two deaths 83 positive cases recorded httpurl httpurl	INFORMATIVE
1241595312730497029	governor issuing presser covid 19 case oyo state fmoh user shows gap coordination unwarranted gap left dent cases nigeria cases 23 nigeria 2 oyo case counted 2	INFORMATIVE
1245721411676758018	attn srls upcoming free webinar april 7th ! topic covid 19 related information srls adjournments , legal paperwork , amp urgent cases led julie , family lawyers aisha amjad amp georgette makhoul details facebook page here httpurl a2j httpurl	UNINFORMATIVE
1236104801244438528	trump hoping warmer weather kill superbug case sars , anyone noticed west coast appears epicentre covid covid 19 related deaths \? asking mr prez	UNINFORMATIVE
1245874722988085248	user user lead , sarah \? sitting info months , lying it , creating world is biggest clusterfu k trying manage it everyone see is , hears , trump done he is joke ! covid19 covid19pandemic trumpliespeopledie	UNINFORMATIVE
1243101268597280768	three coronavirus positive cases confirmed telangana today among 3 positive cases , 2 doctors domalguda hyderabad amp 3rd one 49 year old male resident qutbullapur medchal number covid19 cases ts increased 4 httpurl	INFORMATIVE
1247736993238433792	covid 19 jesus stop great doctor , doctor doctors \? dear , black african sheep , jesus christ , doctor doctors gone \? fact , 1 , 034 priests , bishops nuns died corona virus httpurl	INFORMATIVE
1245869543517376512	user hmm why , oh would biden still opposed medicareforall pandemic that is far seen 10m people lose job amp healthinsurance amp said he would even veto it , passed congress \? nojoe nomiddleground dnckillsvoters covid19	UNINFORMATIVE
1246422722428583936	reversals covid19 \( 1 \) human to human transmission \( 2 \) yet emergency \( pheic \) \( 3 \) need travel restrictions \( 4 \) need universal mask wearing happens un puts politics infront human lives	UNINFORMATIVE
1244910753297006592	recoveries ! department health reports 7 new covid 19 recoveries , bringing total number recovered patients 49 please stay home ! covid19ph httpurl	INFORMATIVE
1236484280886403073	httpurl coronavirus experiment gone wrong \? two wuhan lab leaks exposed chinese scientists suspicion origin virus !	UNINFORMATIVE
1241987899840696320	suspect food retail sales lot jersey , supermarkets need people covid 19 crisis develops comfort hospitality amp non food retail staff losing jobs , maybe another one	UNINFORMATIVE
1241241557245857797	coronavirus case really serious even boko haram working home httpurl	UNINFORMATIVE
1241083119832268801	montco pa coronavirus update encouraging people take advantage 90 miles trails county continue use social distancing	UNINFORMATIVE
1243163310356418568	hometown heroes ! meet new jersey restaurant owner took 50 , 0 credit line could continue pay employees covid 19 closing ! httpurl	UNINFORMATIVE
1240801912955392000	cdc says n95 masks used 8 hrs continuous intermittent use , discarded interaction w an infected patient many dr s around us said given 1 use indefinitely , spray w lysol wipe off , unsure help covid19	UNINFORMATIVE
1241591882465107968	user plz convince catholic churches , esp ft lauderdale stop allowing gatherings ! we know person attending church belief that god offer protection home amp only 50 people covid19 socialdistancingfail coronavirususa	UNINFORMATIVE
1242860829969715200	dr morrison still 3 positive covid 19 tests pei close 50 tests conducted waiting results 250 pei	INFORMATIVE
1242791355644030976	rwanda traced back 3 covid19 cases kenya uganda confirms one case links kenya ukweliusemwe	INFORMATIVE
1241492383356915715	breaking florida adds 20 new cases covid 19 today , 2 new deaths roughly 50 cases state come palm beach , broward miami dade counties user coronavirus httpurl	INFORMATIVE
1241677885808795651	btw , confirm case covid19 aziz bhatti amp son also tested positive many spain amp italy return people swarming hospitals without masks amp coming opds minor illnesses state affairs here end	INFORMATIVE
1236143874004877314	pence mcconnell attended aipac conference two attendees tested positive coronavirus wtp2020 wtpteam wtpebrc httpurl	INFORMATIVE
1241036936560676867	capitol building 202 28 80 house office buildings 202 25 4141 senate office buildings 202 24 3141 demand nov2020 elections amp primaries left must mail in elecx process covid19 burisma user	UNINFORMATIVE
1249502697352581120	story covid 19 is effects western new york largely one mind numbing data , provided day day national , state , county even municipal level sunday is death notices buffalo news told different story httpurl	UNINFORMATIVE
1238285142302441472	happened nicer person \? again , virus joke bad one that hope one million fatal cases canadian pm justin trudeau is wife , sophie , tests positive coronavirus , officials say httpurl	INFORMATIVE
1245951063842148352	dear user don t idiot , might heard pandemic killing thousands residents football loving countries \? let organizations countries decide competions based science experts advise \? covid19 httpurl	UNINFORMATIVE
1245893820534923265	indonesia frees 18 , 0 inmates , records highest coronavirus death toll asia behind china httpurl	UNINFORMATIVE
1241123604097454080	breaking 7 new cases covid19 bc , bringing provincial total 348 new deaths dr bonnie henry says front line workers getting infected nice words say working around clock help others user	INFORMATIVE
1241682205048541185	five things help stop spread coronavirus 1 wash handsflexed biceps 2 cough sneeze elbow 3 touch face straight ruler 4 stay 3ft \( 1m \) away others house garden 5 stay home feel sick coronafreepakistan	UNINFORMATIVE
1244605203434950656	monday moment three scoops , three sides story httpurl thanks user user user well user user journos inspiration casano is case coco user covid 19	UNINFORMATIVE
1241041852515614721	second case covid 19 pei travelling air canada flight 756 toronto charlottetown left toronto 9 20 march 1 arrived pei 12 28 user	INFORMATIVE
1245854723866910720	user user never measured dr total positive test data before sars , swine flu , influenza they cdc always used total estimated cases use equation covid19 like 2 less	UNINFORMATIVE
1241628385056444418	38 year old man passed away bihar today due kidney failure tested positive covid19 munger died yesterday aiims patna returned kolkata two days back dr prabhat kumar singh , aiims patna , bihar	INFORMATIVE
1241193660823359488	freebird httpurl coronavirus time freebird budweiser user song want hear \?	UNINFORMATIVE
1241782730087714818	here is latest coronavirus deaths spain jumped 30 third day italy death toil reaches 671 global cases doubled week 30 , 0 german economy shrink 5 , bild says third china cases showed symptoms	INFORMATIVE
1245829491064287233	user sad nigerian medical doctor dies coronavirus united kingdom please compromise your washyourhands staysafe stayhome socialdistancing covid 19 httpurl	INFORMATIVE
1237947244331954176	stephen harper , mike pence attend conference two test positive covid 19 httpurl	INFORMATIVE
1247024517941268481	user get it new news covid 19 trump called 7pm news conference biden video town hall 7pm political good news trump gave biden lots material truthful ugly campaign ad ! user user user	UNINFORMATIVE
1245906591486001155	ends college football season regardless death toll south really rise deplorable cause collegefootball coronavirus	UNINFORMATIVE
1245709193895706626	covid 19 care cards great way plan day , keep motivated build positive outlook working learning home stayhomesavelives httpurl	UNINFORMATIVE
1238918620413116416	increase covid 19 cases 1 day europe portugal 51 estonia 46 finland 45 uk 43 czechia 3 austria , ireland 30 slovenia 28 germany , france , belgium 23 spain , switzerland 21 italy , greece 20 netherlands , romania 19 sweden 18 iceland 16 norway 8 denmark 3	UNINFORMATIVE
1242910874953809923	happening now mayor user user commissioner les miller , county administrator mike merrill live provide update covid 19 following today s meeting hillsborough county emergency policy group watch httpurl httpurl	UNINFORMATIVE
1241672591980425216	brenda murphy haven t published cases covid infection school didn t pandemic start amp isn t entire world learning go \? who d time physically deal covid 19 amp write paper time \? closeschoolsnow	UNINFORMATIVE
1241064367887613954	correction pa 83 new cases covid 19 , bringing statewide total 268 cases , said pa health secretary dr rachel levine that is double new cases wednesday	INFORMATIVE
1247341639712083969	fauci said 1 \) covid19 nothing worry about then said was 2 \) no need wear masks then said was 3 \) treatment proposed president wasn t effective yet , was fauci an expert infectious disease \? wonder healthcare system failing firefauci	UNINFORMATIVE
1247076840621125632	two men coronavirus died balkh province , provincial health officials confirmed monday , adding one 86 year old died hospital , 70 died home far three people died coronavirus balkh province afghanistan httpurl	INFORMATIVE
1242087505412919302	again , user right ! deep state drfauci unnecessarily negative optimism hope remedy crisis negativity fuels left is narrative ! dr oz 'jaw dropped' hopeful coronavirus trial results httpurl	UNINFORMATIVE
1236132820042551306	user user go near stanford , let alone santa clara county border ended palo alto me , found stanford doctor got infected plague , thats go zone least till cases stop multiplying feel safer sf thats covid19 life	UNINFORMATIVE
1241420552943702016	worldend april 29 , 2020 \? know truth ! asteroid approx 1 8 km 4 1 km size , fly past earth safe distance 3 9 million miles expected speed around 20 mph 29thapril2020 asteroid corona coronavirus httpurl	UNINFORMATIVE
1241773598903283719	iraq sunday imposed total nationwide lockdown march 28 fight novel coronavirus , number cases grew death toll climbed 20	INFORMATIVE
1236079389034663936	coronavirus md update user asking anyone village rockville , retirement community , feb 29 noon 6pm see health provider tested date md 4 people tested , 3 negative , 3 positive 8 tests pending user httpurl	INFORMATIVE
1236147161156521985	another korean air flight attendant confirmed coronavirus part crew korea la diagnosed returning korea	INFORMATIVE
1236509902333284352	user country like japan us test less lose war covid19 south korea , italy , uk carry large tests s korea 178 , 189 tested , italy 42 , 062 tested testing suspected people like removing mines ground	INFORMATIVE
1241123700197466112	infographic shows spread covid19 outside china ireland 683 confirmed cases three deaths brave healthcare works , volunteers , communities giving everything contain virus assist difficult moment source bbc , jhu httpurl	INFORMATIVE
1241377862164328454	update covid19 africa new cases nc 38 nc s africa 24 nc burkina faso 10 nc nigeria 7 nc togo 6 nc tunisia 5 nc dr congo 5 nc ivory coast 3 nc ghana 2 nc cabo verde 2 nc mauritius 2 nc zimbabwe 1 nc algeria 1 nc angola 1 nc liberia	INFORMATIVE
1246035478857555970	user instead make hunger kill man inside house laidis , e go beta make guy man kuku get coronavirus ontop de hustle street \? least way man go see chow hospital , plus possibility survival too government said stay indoors , empty bele \?	UNINFORMATIVE
1245902586340933645	i m fragile this ! coronavirus patient success story 4 year old woman spent 10 days ventilator discharged today st david is south austin medical center 16 days coronavirus	INFORMATIVE
1243545889370759178	ctso running manufacturing plant 24 7 cytosorbents shares 32 cytosorb used covid 19 patients also list srne , bcrx	UNINFORMATIVE
1246011700735668228	user user confirming lowlife scumbags hanson voting type alive thriving racialabuse australia noroomforracists hansonsonenation covid19 user httpurl	UNINFORMATIVE
1247875653908791298	according httpurl 392 , 594 positive covid 19 cases us yesterday made pie chart shows relative amount state httpurl	INFORMATIVE
1241171749963735040	breaking wolf administration delays enforcement non life sustaining businesses pennsylvania must close physical locations slow spread covid 19 enforcement start 8am monday , march 23rd httpurl httpurl	UNINFORMATIVE
1241183167199031296	get covid 19 dami na outbreak past years lahat yun nalampasan ng earth	UNINFORMATIVE
1245845214679445505	user told february 3rd military 150 thousand people could die coronavirus , february 4th sent medical supplies need china httpurl	UNINFORMATIVE
1246030193178734593	coronavirus world map countries cases deaths \? httpurl httpurl	UNINFORMATIVE
1236119372092956673	colorado coronavirus cases eight total patients announced , others quarantined italy , italy , italy user httpurl	INFORMATIVE
1246549152248541193	today user transported 10 covid 19 positive patients hse hospitals dedicated team stepping play part preparing difficult weeks ahead together stronger httpurl	INFORMATIVE
1249579304221999105	recently health minister sl pavithra wanniarachchi said patients died covid 19 would cremated tenets islam contravention guidelines disposal dead bodies issued allows burial user	UNINFORMATIVE
1241852053091160065	washington vast intervention driven terrifying 30 50 daily increases coronavirus cases end sight httpurl	UNINFORMATIVE
1241180993945571329	america is grocery store workers front lines coronavirus pandemic , helping keep nation is 330m residents alive fed uncertain frightening time httpurl	UNINFORMATIVE
1239262457065099264	year jst 3 mnths old we have enough trouble last decade 2020 agreement oo rip dead , quick recovery sick n injured amp may god console bereaved festac satellite town abule ado bethlehem lagos coronavirus	UNINFORMATIVE
1246014598207041536	nationwide lockdown india coronavirus dealt body blow country s neediest , many long backed narendra modi httpurl	UNINFORMATIVE
1245763691812802560	tellimer kenya covid 19 proposed tax cuts permanent , fiscal deficit still concern kenya is national treasury confirmed measures proposed deal impact covid 19would permanent , see positivefor economy httpurl	UNINFORMATIVE
1241813747611697152	syria reported first coronavirus case weeks rumours outbreak country here s could mean regime areas user httpurl	INFORMATIVE
1235540066832986112	fm says scottish budget includes increased funding nhs social care resources there intensive focus getting people discharged appropriately particular focus given coronavirus outbreak fmqs	UNINFORMATIVE
1241567592386457600	user confirming four positive cases covid 19 county , makes 13 total confirmed cases covid 19 santa barbara county time read more httpurl httpurl	INFORMATIVE
1236088972679528454	user russia s secretive vector lab studied viruses , etc fire , kind incident nov 2019 month later admittedly far away coronavirus pops wuhan saying	UNINFORMATIVE
1236132988599128064	hawaii lt gov josh green calling 60 day pause cruise ship travel united states former grand princess passenger tests positive covid 19 island state via user	INFORMATIVE
1245913939906453504	ladies gentlemen , put hands together for johnny covid underlying comorbidities !	UNINFORMATIVE
1245660619962896384	user issue isn t begged , issue country 200million people less 50 ventilators countries like ukraine 350 enough anymore increasing cases covid 19 doing \?	UNINFORMATIVE
1247596569085476864	pretty certain thingee boris johnson 8 0 tonight propaganda exercise produced backroom number 10 cummings et al written it covid19	UNINFORMATIVE
1236102540665577474	174 new cases coronavirus korea 6 , 767 total cases korea 4 deaths related coronavirus 18 patients recovered discharged hospital , 1 case re infection httpurl	INFORMATIVE
1245785118939152385	global figure coronavirus cases exceded 1 million death 51k plus , yet want social gatherings congregational prayers still save others stay home observe social physical distancing kindly spread word ! httpurl	INFORMATIVE
1245799233212555267	nigerian nurse died contracting covid19 course duty caring client covid 19 virus miami rip great angel user httpurl	INFORMATIVE
1237765564321447936	user user user seasonal flu kills roughly 0 1 percent people covid 19 10 20 times fatal far less dangerous sars virus ripped across china 203 killed 10 percent patients	UNINFORMATIVE
1247816371360104450	user user user figure i have seen icu admissions covid 19 hospital admissions told stood 90 mar 30 yesterday , total deaths risen around 40 245 eight days since i would assume least fair proportion died icus	INFORMATIVE
1244541568343777287	deaths first british doctors covid 19 intensified pressure ministers accelerate supply ppe two uk doctors die u k medic died story published httpurl	INFORMATIVE
1237177657571368960	user rallying michigan bernie blaming establishment teamtrump furthered plan distract voters mishandling coronavirus outbreak night supertuesday2 , 716 u s coronavirus cases reported 36 states infected httpurl	INFORMATIVE
1246715821696536576	covid 19 unleashed headwinds deeply impacted airline hospitality sector , pose major risk job security 2 , 0 , 00 workforce employed country is private airport operators ommcomnews httpurl	UNINFORMATIVE
1248737788943450112	coronavirus tests reveal already recovered become available 'a week so , ' fauci says people could go back work first httpurl httpurl	UNINFORMATIVE
1248735113447460867	uch cmd reveals patients overcoming covid 19 infection quickly httpurl user user for returning work testing negative , action tandem ncdc guidelines second test always stay home	UNINFORMATIVE
1241455968770293767	first , beloved italy , now , beautiful spain spain is coronavirus cases leap 5 , 0 24 hours , behind china italy httpurl	INFORMATIVE
1251945735651643392	user user 21 1 746 usd that is price kq asks flight nairobi london incl covid test negative board makes 368 406 minimum refund test positive \?	UNINFORMATIVE
1242445320619020288	seems may right suspecting including measure draft version legislation would circulated input trialballoon seem fly cdnpoli covid19	UNINFORMATIVE
1241032704755466240	user trump is lying ass off he is stemming spread virus shutting borders ignored spread cases us test today ny alone 7 , 152 cases covid19 2 , 950 new positive cases 4 , 408 cases nyc 18 hospitalized	INFORMATIVE
1241096885982695428	125 cases covid19 investigated south carolina greenville county notified 5 additional cases today , brings county total 12	INFORMATIVE
1236140623473848322	omg really bad china hid data gt week ! sent samples coronavirus victims 12 24 19 , wk alerted who 40 cases unusual pneumonia 12 31 wuhan , city 11m market infected worked amp millions shopped , shut 1 1 20	INFORMATIVE
1250035925704478722	user weekly actual deaths wales amp england last 5 yrs green , yr 3rd april black expected deaths without cv would 9 120 total covid deaths announced week 2851 uk indicates actual death rates 50 150 higher announced httpurl	INFORMATIVE
1250731064965730305	belagavi 3rd highest covid19 cases k notaka , testing lab yet uttar k notaka region , bgv badly lab belagavineedscovid19testinglab user user user user user user httpurl	UNINFORMATIVE
1242950839230054401	australia taking neoliberal path letting workers go bankrupt covid 19 tell user need 1 \) rent mortgage freeze 6 months , nationwide 2 \) gauranteed basic income	UNINFORMATIVE
1244468889037074432	icymi friday revealed nsw domestic violence frontline workers already seeing devastating effects coronavirus clients' lives survey user found 4 10 surveyed reported increase client numbers thedrum httpurl	UNINFORMATIVE
1247117045629693952	lagos state commissioner health confirmed 36 year old man died coronavirus lagos state death announced professor akin abayomi , twitter today april 5 httpurl	INFORMATIVE
1247421368964132864	tuscumbia normally flown certain holidays , giant u s flag hung north main street side colbert county courthouse lift spirits residents coping fallout coronavirus pandem httpurl	UNINFORMATIVE
1246751483502055425	httpurl two new coronavirus positive cases reported city sunday among 70 year old man 29 year old male according tweet health amp family welfare department , government odisha coronavirusupdates covid19	INFORMATIVE
1245937080557068289	st louis \( mo \) kmov beloved eureka high school guidance counselor dies covid 19	INFORMATIVE
1236104151416721408	oklahoma is first confirmed case coronavirus tulsa county httpurl smartnews	INFORMATIVE
1245206457336938497	give dem everything dem want please standby update covid 19 start give dem anxiety , line the ministry health wellness jamaica provide update covid 19 dem cyah manage dat jus tweet numbers update 5o positive	INFORMATIVE
1244948352577478656	various sports bodies state come together fight virus arch rivals mohun bagan contributing rs 30 lakh bengalfightscorona httpurl	UNINFORMATIVE
1246934929029685251	latest coronavirus florida 12 , 350 confirmed cases , new total 21 deaths reported statewide central florida 1 , 70 cases , including tenth tsa worker orlando international airport , new deaths sunday evening httpurl	INFORMATIVE
1236120017025912832	fighting stigma bhutan bars tourists first coronavirus case , india total hits 31 the government impose two weeks' restriction incoming tourists immediate effect , bhutan is health ministry said statement httpurl	INFORMATIVE
1245430965574356993	193 , 0 people walking planet recovered covid 19 immune , like demi gods stride confidently rest us cower	INFORMATIVE
